"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[23976]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / MAYURBHANJI UNIT","SARAT","21.4","21.4","86.3","86.3","SAE","","","s_179-5 [23976]","GABBRO [23976]","","","","ARCHEAN [23976]","","","","","PLU","","","","","WR [23976] ","52.84","0.62","","14.89","","","","6.78","11.26","6.32","0.07","","3.66","0.86","0.15","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","","85","21","","","0.2","30","51","104","","","","","","7.35","588","16.32","81","4.16","","","","","","","","","","","","0.13","122","11.63","23.69","2.89","12.4","3.3","1.19","3.26","0.5","2.73","0.52","1.32","0.19","1.28","0.18","1.55","0.42","","","","","","","","","7","","5.78","0.19","","","","","","","","","","","","","","","","","","","","","","","","","1803320",
"[23976]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / MAYURBHANJI UNIT","SARAT","21.4","21.4","86.3","86.3","SAE","","","s_180-1 [23976]","GABBRO [23976]","","","","ARCHEAN [23976]","","","","","PLU","","","","","WR [23976] ","49.01","1.47","","12.65","","","","12.63","12.6","7.58","0.15","","1.41","0.91","0.16","","","","","","","","","","","","","","","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.19","","392","391","","","1.19","227","55","191","","","","","","13.18","428","41.59","192","14.24","","","","","","","","","","","","0.6","123","17.93","39.63","4.73","21.37","6.09","2.36","6.44","1.08","6.69","1.34","3.56","0.55","3.73","0.53","4.58","1.28","","","","","","","","","11","","7.76","0.84","","","","","","","","","","","","","","","","","","","","","","","","","1803321",
"[23976]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / MAYURBHANJI UNIT","SARAT","21.4","21.4","86.3","86.3","SAE","","","s_180-3 [23976]","GABBRO [23976]","","","","ARCHEAN [23976]","","","","","PLU","","","","","WR [23976] ","48.25","1.41","","13.56","","","","11.37","13.29","7.87","0.13","","1.32","0.62","0.14","","","","","","","","","","","","","","","","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.51","","299","251","","","1.05","356","55","162","","","","","","13.27","487","33.18","178","13.75","","","","","","","","","","","","0.45","87","13.22","30.06","3.64","16.73","4.88","1.83","5.13","0.87","5.41","1.09","2.85","0.43","2.91","0.41","3.01","1.21","","","","","","","","","10","","7.04","0.39","","","","","","","","","","","","","","","","","","","","","","","","","1803322",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_1 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","59.03","0.5","","11.16","","2.74","7.11","","4.92","8.37","0.12","","1.77","1.53","0.06","","","","","","","","","","","","","","","","2.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","","8","624","","","72","140","","","","","","","","61","98","18","101","5","","","","","","","","","","","","","374","12.7","28.3","","","2.33","0.75","","0.49","","","","","1.7","0.25","2.62","","","","","","","","","","","","3.25","","","","","","","","","","","","","","","","","","","","","","","","","","184184",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_2 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","56.96","0.52","","11.9","","2.7","6.93","","7.25","8.48","0.15","","0.81","1.76","0.09","","","","","","","","","","","","","","","","1.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3","","166","617","","","82","144","","","","","","","","30","134","18","105","5","","","","","","","","","","","","","164","12.3","30.6","","","2.3","0.78","","0.35","","","","","2.01","0.33","2.51","","","","","","","","","","","","3.19","","","","","","","","","","","","","","","","","","","","","","","","","","184185",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_3 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","58.89","0.49","","11.89","","1.64","7.02","","7.58","7.94","0.14","","0.5","1.78","0.07","","","","","","","","","","","","","","","","1.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1","","171","605","","","63","135","","","","","","","","22","138","18","99","6","","","","","","","","","","","","","141","13.2","28.5","","","2.34","0.65","","0.58","","","","","1.73","0.25","2.23","","","","","","","","","","","","3.04","","","","","","","","","","","","","","","","","","","","","","","","","","184186",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_4 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","53.96","0.5","","13.1","","2.8","6.21","","8.36","9.61","0.15","","0.3","2.06","0.09","","","","","","","","","","","","","","","","1.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5","","179","703","","","56","178","","","","","","","","14","189","18","98","4","","","","","","","","","","","","","89","12.8","26.1","","","2.3","0.71","","0.31","","","","","1.8","0.27","2.23","","","","","","","","","","","","2.32","","","","","","","","","","","","","","","","","","","","","","","","","","184187",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_5 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","58.11","0.5","","12.2","","2.01","6.75","","7.63","7.8","0.15","","0.58","1.78","0.06","","","","","","","","","","","","","","","","1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184188",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_6 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","58.06","0.63","","13.7","","3.39","5.85","","9.12","4.76","0.14","","0.34","1.73","0.08","","","","","","","","","","","","","","","","1.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184189",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_7 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","54.03","0.52","","13.72","","2.33","6.37","","8.33","10.22","0.15","","0.2","2.06","0.09","","","","","","","","","","","","","","","","2.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184190",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_8 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOL","","","E","","WR [5790] ","51.99","0.07","","2.39","","3.29","5.04","","1.92","28.64","0.15","","0.01","0.01","0.03","","","","","","","","","","","","","","","","6.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184191",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_9 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOL","","","E","","WR [5790] ","54.51","0.07","","2.14","","2.32","5.04","","0.95","32.5","0.15","","0.01","1.18","0.03","","","","","","","","","","","","","","","","1.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184192",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_10 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOL","","","E","","WR [5790] ","53.56","0.06","","1.38","","2.8","5.31","","0.85","32.64","0.15","","0.01","1.1","0.02","","","","","","","","","","","","","","","","1.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184193",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_11 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOL","","","E","","WR [5790] ","55.33","0.05","","0.83","","2.31","4.77","","0.64","33.6","0.13","","0.01","1.1","0.02","","","","","","","","","","","","","","","","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184194",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_12 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOL","","","E","","WR [5790] ","54.56","0.05","","1.44","","1.45","5.94","","0.86","33","0.16","","0.01","1.18","0.03","","","","","","","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184195",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_13 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","58.01","0.53","","13.44","","3.05","5.67","","7.55","6.43","0.14","","0.03","1.75","0.03","","","","","","","","","","","","","","","","2.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1","","174","291","","","56","106","","","","","","","","34","80","19","107","6","","","","","","","","","","","","","267","16.6","32.5","","","2.72","0.94","","0.42","","","","","1.76","0.27","2.64","","","","","","","","","","","","3.23","","","","","","","","","","","","","","","","","","","","","","","","","","184196",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_14 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","51.13","0.85","","15.51","","2.84","5.67","","11.85","6.17","0.2","","0.02","1.79","0.02","","","","","","","","","","","","","","","","2.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6","","234","468","","","74","144","","","","","","","","7","164","23","65","4","","","","","","","","","","","","","0","3.19","8.75","","","2.09","0.68","","0.51","","","","","2.12","0.32","1.28","","","","","","","","","","","","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","184197",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_15 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","53.9","0.22","","15.16","","2.29","7.11","","5.86","7.03","0.16","","0.55","2.21","0.23","","","","","","","","","","","","","","","","3.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3","","250","78","","","76","65","","","","","","","","22","137","40","228","15","","","","","","","","","","","","","208","28.2","60.7","","","5.2","1.43","","0.86","","","","","3.83","0.57","5.24","","","","","","","","","","","","5.07","","","","","","","","","","","","","","","","","","","","","","","","","","184198",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_16 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","54.47","0.93","","14.91","","4.84","6.3","","7.84","4.77","0.16","","1.38","2.01","0.32","","","","","","","","","","","","","","","","3.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9","","198","104","","","56","66","","","","","","","","23","195","21","142","8","","","","","","","","","","","","","487","17.1","37.6","","","3.83","1.2","","0.49","","","","","1.82","0.31","3.42","","","","","","","","","","","","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","184199",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_17 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","52.93","0.85","","14.71","","4.86","5.94","","8.33","6.38","0.17","","0.52","2.02","0.08","","","","","","","","","","","","","","","","2.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9","","204","156","","","55","95","","","","","","","","14","224","17","101","7","","","","","","","","","","","","","183","12","25.2","","","2.35","0.96","","0.49","","","","","1.47","0.22","2.3","","","","","","","","","","","","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","184200",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_18 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","54.49","0.49","","15.88","","2.89","5.49","","8.89","6.55","0.14","","0.7","1.96","0.1","","","","","","","","","","","","","","","","2.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","","96","188","","","48","219","","","","","","","","17","243","11","77","5","","","","","","","","","","","","","169","10.9","21","","","1.66","0.7","","0.23","","","","","1.02","0.18","1.84","","","","","","","","","","","","2.25","","","","","","","","","","","","","","","","","","","","","","","","","","184201",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_19 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","55.7","0.5","","14.15","","3.1","5.04","","9.36","5.89","0.12","","1.15","2.07","0.06","","","","","","","","","","","","","","","","2.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","","143","79","","","81","183","","","","","","","","29","290","14","81","5","","","","","","","","","","","","","221","13","24.3","","","2.1","0.87","","0.29","","","","","1.23","0.18","1.82","","","","","","","","","","","","2.58","","","","","","","","","","","","","","","","","","","","","","","","","","184202",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_20 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","53.96","0.62","","11.61","","3.03","7.11","","9.72","8.61","0.16","","0.9","1.72","0.02","","","","","","","","","","","","","","","","2.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184203",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_21 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","48.69","1.47","","14.85","","4.1","9.36","","8.37","6.94","0.2","","0.63","2.05","0.12","","","","","","","","","","","","","","","","2.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184204",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_22 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","54.53","0.48","","15.91","","2.84","6.03","","8.32","6.56","0.14","","0.63","2.11","0.03","","","","","","","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184205",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SAE","","","s_23 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOL","","","E","","WR [5790] ","59.52","0.56","","14.17","","3.25","5.04","","7.17","4.48","0.13","","0.63","1.61","0.03","","","","","","","","","","","","","","","","2.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","","140","155","","","54","86","","","","","","","","25","200","20","114","6","","","","","","","","","","","","","310","18.2","36.7","","","3.14","0.83","","0.48","","","","","1.85","0.26","2.68","","","","","","","","","","","","4.89","","","","","","","","","","","","","","","","","","","","","","","","","","184206",
